Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Metric TONS
201602,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Mail,Passenger,32.1026328
201803,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,474.978168
201912,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,1076.410037
201805,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,56.82474
201211,World Airways,WO,World Airways,WO,Domestic,US,Deplaned,Cargo,Passenger,38.4761664
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,11.8693512
201703,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,420.0304248
202003,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Express,Passenger,3.6428616
201107,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Cargo,Passenger,37.0600272
200611,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Cargo,Freighter,17.704008
201401,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,4.5682056
201501,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,340.0512192
200708,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,1280.878402
200611,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,464.7354264
201705,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,24.5955528
201805,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,1.381212
201810,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,19.1659608
201809,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,28.2075696
200811,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,128.418696
201903,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Enplaned,Cargo,Passenger,44.457336
201509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,289.5932088
200704,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,226.4203368
200802,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,85.5711864
201203,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,506.5773048
201203,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,396.8809488
200703,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,569.1577752
200903,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,36.4390488
200902,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,230.2645968
201811,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Cargo,Passenger,131.3879616
201902,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,7.4154528
200805,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,261.2563632
201208,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,47.274192
201212,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,25.3657656
201708,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,98.4624984
201409,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,28.182168
201006,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,58.5965016
201103,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Mail,Passenger,5.0231664
201907,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,13.9921992
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,3.4605144
201306,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,112.6824048
201101,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,2.64222
200704,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,53.429544
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,1882.103882
201912,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,13.3530768
201611,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,0.0040824
201912,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,3.7394784
200907,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,2.7569808
202012,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,5.2363584
201511,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Cargo,Passenger,63.1361304
201010,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,0.319788
201107,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,15.1461576
201712,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,1.4819112
200809,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Combi,2.0584368
201406,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,110.9877552
201606,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,319.5761688
201011,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,614.6134848
201105,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,23.2891848
201302,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,82.8491328
201605,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,2499.907536
200701,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,117.774972
201502,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,0.8046864
201308,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,98.0828352
201009,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,422.0775216
201906,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Mail,Passenger,18.9940464
201705,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,0.0208656
201811,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,424.2901824
202008,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Cargo,Passenger,1.5758064
200603,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,16.7119848
200710,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,240.4315872
201012,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,26.8154712
201607,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,293.107248
201308,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,13.6297728
201002,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,3.03912
201805,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,18.3780576
200605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,565.1139312
201311,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,13.7830896
201911,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,0.9189936
201611,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,106.396416
200605,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,380.7953856
200802,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,3.5308224
200602,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,7.2308376
200901,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,314.9703144
201402,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Cargo,Passenger,13.3117992
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,665.3037384
201611,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,3.7095408
201911,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,93.69108
200701,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,177.3934344
202007,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Cargo,Passenger,593.2493784
200802,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,11.779992
200804,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,888.6708936
201504,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Mail,Passenger,19.080684
201404,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,0.0190512
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,222.1474248
200507,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,25.5980088
200608,Icelandair (Inactive),FI,Icelandair (Inactive),FI,International,Europe,Deplaned,Cargo,Passenger,1.8543168
201711,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,0.1002456
200712,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,646.4153808
201603,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,515.1272112
200507,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,0.7547904
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,25.9268688
201504,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Combi,2.0788488
200510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,251.5865184
201010,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,54.6170688
201906,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Cargo,Passenger,163.3590504
201603,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,2.435832
201101,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,3.9885048
200612,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,13.3839216
201206,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,191.6922672
200612,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,7.6177584
201008,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Mail,Passenger,13.61934
201306,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Cargo,Passenger,1250.958038
201908,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,703.7159472
201611,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,239.532552
202007,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Cargo,Passenger,36.0983952
201708,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,1.934604
201202,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,223.6533768
201304,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,188.7819696
202012,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,176.0516856
200703,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,345.4064208
201603,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,37.11582
200604,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,50.9819184
202009,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,14.0189616
201812,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,197.8018056
201511,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,419.4262296
200803,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Cargo,Passenger,44.3017512
201305,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,286.9568856
201104,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,111.5202816
201211,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,5.7189888
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,1.4034384
200808,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,466.05132
201209,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,10.5557256
201501,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,25.0260192
201012,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,8.5399272
201507,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,783.4343328
202011,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,105.8357664
201005,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,495.6455448
201901,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,71.1389952
202009,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Mail,Passenger,1.3140792
201511,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,6.9768216
201605,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,98.0238672
201812,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,137.8971216
201511,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Express,Passenger,0.0721224
201501,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,844.2194544
201311,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,46.1138832
200601,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Deplaned,Cargo,Freighter,726.3061344
200507,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,Domestic,US,Deplaned,Cargo,Freighter,97.8900552
200510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,156.9029616
201104,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,27.0241272
201709,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,71.9128368
201803,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,365.4759528
200907,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,136.3666752
201610,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,255.7424016
201707,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Express,Passenger,0.0072576
201211,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,20.6732736
201811,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,1699.557552
200808,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,5.09166
201905,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Express,Passenger,48.802824
201703,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,186.7530168
201707,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,329.2900128
201910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,135.8749728
201108,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,76.6293696
201306,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,23.029272
200712,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,1278.707472
201701,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,2.7048168
202008,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,1169.655682
201710,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Mail,Passenger,11.6425512
201707,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,267.6181032
201309,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Cargo,Passenger,62.4747816
201106,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,16.263828
201705,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,45.7850232
200710,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,86.1277536
201005,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,517.6700928
200607,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,3.1697568
201601,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,103.2774624
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,36.7797024
201009,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,118.541556
201604,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,877.8824712
201504,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,128.4114384
201310,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,350.7108192
201608,Kalitta Air,K4,Kalitta Air,K4,International,Mexico,Enplaned,Cargo,Freighter,7.395948
201312,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,559.5786504
201307,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,68.3702208
202010,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,2.4458112
201702,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,7.4013912
201307,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,332.2443096
201807,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,256.708116
201801,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,20.4061032
202008,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,0.0444528
201104,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,59.4742176
200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,5.9022432
200901,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,0.1324512
202006,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,66.9295872
200902,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,6.6992184
201911,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,0.1238328
200910,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,2.7778464
201202,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,90.3698208
201002,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,57.1154976
201212,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,331.3942632
202009,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,209.2901328
201702,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Mail,Passenger,16.5078648
201410,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,7.3501344
201708,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,337.0982832
201705,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,414.5985648
201803,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,134.805384
201207,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,416.4633144
200809,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,857.5539336
201410,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,16.0860168
201808,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,7.2331056
201205,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Cargo,Passenger,0.03402
201501,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,115.7478336
201810,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,364.435848
201807,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Mail,Passenger,0.0244944
202004,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,18.5404464
200909,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Cargo,Passenger,484.310988
200610,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,22.205988
200707,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,490.4454744
200804,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Mail,Passenger,52.8525648
202003,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,7.1786736
202005,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,60.2135856
200910,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,2.6689824
200806,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,363.5613072
201902,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,465.636276
201506,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,768.0005928
201107,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,44.0613432
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Mail,Passenger,0.20412
201410,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,62.6335416
201711,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,17.0422056
200707,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Cargo,Passenger,16.572276
201208,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,5.8918104
200602,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,41.5629144
201812,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,1563.834535
201811,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,2.1328272
201702,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,0.4980528
202005,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Cargo,Passenger,136.3353768
201807,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,0.3270456
201412,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,20.7050256
201305,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,170.1585144
201807,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,200.1777624
200911,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,1624.353847
202007,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,128.8074312
201705,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,5.3620056
201607,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,19.3124736
200608,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,46.580184
201407,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,116.2200312
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,2395.959653
201909,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,2.8118664
201209,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,7.085232
201507,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,7.5361104
201112,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,0.4699296
200511,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Express,Passenger,0.0004536
201303,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,4.545072
201707,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,0.0290304
201909,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,9.6190416
200712,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,0.0009072
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,382.4727984
202012,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,174.3588504
200705,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,8.0142048
